"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
Albania,"201,045",406,"3,108",4,"191,386",484,"6,551",23,"69,969","1,082","1,400,658","487,468","2,873,331",Europe
Botswana,"195,302",,"2,419",,"192,452",,431,1,"80,737","1,000","1,873,214","774,381","2,418,982",Africa
Uzbekistan,"193,893",260,"1,413",4,"190,503",198,"1,977",23,"5,676",41,"1,377,915","40,340","34,157,730",Asia
Finland,"191,226","1,496","1,360",4,"46,000",,"143,866",51,"34,437",245,"8,009,940","1,442,465","5,552,952",Europe
Kyrgyzstan,"183,510",50,"2,755",3,"178,478",74,"2,277",131,"27,484",413,"1,842,416","275,937","6,676,951",Asia
Montenegro,"158,076",207,"2,322",8,"153,487",350,"2,267",60,"251,642","3,696","912,951","1,453,329","628,179",Europe
Afghanistan,"157,423",20,"7,311",,"140,609",13,"9,503","1,124","3,919",182,"794,668","19,782","40,171,638",Asia
Mozambique,"151,763",111,"1,941",,"149,575",37,247,8,"4,670",60,"983,357","30,260","32,496,434",Africa
Zimbabwe,"137,441","1,062","4,708",1,"128,847",18,"3,886",12,"9,060",310,"1,613,862","106,385","15,170,042",Africa
Cyprus,"136,097",594,599,1,"124,370",,"11,128",49,"111,569",491,"9,477,138","7,769,139","1,219,844",Asia
Ghana,"130,920",,"1,209",,"129,042",,669,5,"4,092",38,"1,933,408","60,432","31,992,946",Africa
Namibia,"129,508",184,"3,573",,"125,506",6,429,1,"49,692","1,371","796,279","305,533","2,606,196",Africa
Uganda,"127,584",33,"3,253",1,"97,579",12,"26,752",115,"2,670",68,"1,972,975","41,287","47,787,347",Africa
Cambodia,"120,207",24,"2,953",4,"116,569",21,685,,"7,051",173,"2,723,956","159,787","17,047,428",Asia
El Salvador,"119,803",,"3,781",2,"102,982",,"13,040",246,"18,339",579,"1,440,742","220,543","6,532,702",North America
Cameroon,"107,148",,"1,804",,"102,716",,"2,628",152,"3,899",66,"1,751,774","63,741","27,482,681",Africa
Rwanda,"100,391",10,"1,343",,"45,522",,"53,526",1,"7,488",100,"3,511,198","261,885","13,407,414",Africa
Maldives,"91,993",100,251,,"90,003",90,"1,739",23,"166,036",453,"1,763,026","3,182,053","554,053",Asia
Jamaica,"91,369",65,"2,406",4,"62,747",45,"26,216",9,"30,666",808,"675,238","226,626","2,979,531",North America
Luxembourg,"90,774",438,880,1,"84,834",298,"5,060",17,"141,739","1,374","3,704,591","5,784,528","640,431",Europe
Laos,"77,500","1,004",191,5,"7,339",,"69,970",,"10,437",26,"810,421","109,141","7,425,420",Asia
Senegal,"74,007",11,"1,886",,"72,096",2,25,2,"4,261",109,"877,339","50,511","17,369,376",Africa
Trinidad and Tobago,"73,759",984,"2,215",17,"59,837",474,"11,707",22,"52,463","1,575","455,530","324,007","1,405,927",North America
Angola,"65,223",15,"1,735",,"63,295",32,193,3,"1,901",51,"1,192,540","34,753","34,314,630",Africa
Malawi,"61,949",13,"2,307",,"58,814",7,828,67,"3,124",116,"445,277","22,454","19,830,691",Africa
Ivory Coast,"61,794",19,705,,"60,832",16,257,,"2,263",26,"1,159,053","42,449","27,304,353",Africa
Réunion,"61,188",,384,,"57,781",,"3,023",18,"67,657",425,"1,347,378","1,489,823","904,388",Africa
DRC,"58,319",,"1,107",,"50,930",,"6,282",,624,12,"306,299","3,279","93,419,112",Africa
Guadeloupe,"55,284",,748,,"2,250",,"52,286",23,"138,134","1,869","551,264","1,377,399","400,221",North America
Fiji,"52,543",2,697,,"51,116",10,730,,"58,015",770,"461,940","510,052","905,672",Australia/Oceania
Suriname,"50,929",47,"1,169",,"29,576",2,"20,184",9,"85,725","1,968","160,656","270,420","594,097",South America
Syria,"48,452",95,"2,767",7,"29,507",115,"16,178",,"2,676",153,"103,566","5,721","18,103,424",Asia
Eswatini,"47,158",241,"1,248",,"45,255",7,655,11,"40,059","1,060","391,835","332,847","1,177,222",Africa
French Polynesia,"46,323",2,636,,N/A,N/A,N/A,7,"163,561","2,246",,,"283,215",Australia/Oceania
French Guiana,"46,142",48,328,,"11,254",,"34,560",7,"149,011","1,059","454,826","1,468,811","309,656",South America
Martinique,"45,501",,718,,104,,"44,679",1,"121,384","1,915","416,247","1,110,433","374,851",North America
Madagascar,"44,330",,967,,"42,915",,448,3,"1,545",34,"283,728","9,886","28,700,170",Africa
Sudan,"43,489",,"3,164",,"35,491",,"4,834",,960,70,"238,579","5,267","45,301,015",Africa
Malta,"39,806",138,468,,"37,578",61,"1,760",2,"89,812","1,056","1,211,456","2,733,343","443,214",Europe
Mauritania,"39,468",60,837,2,"37,766",66,865,16,"8,183",174,"510,288","105,805","4,822,900",Africa
Cabo Verde,"38,426",21,351,1,"37,963",4,112,23,"68,063",622,"211,166","374,035","564,562",Africa
Guyana,"38,068",41,"1,001",3,"36,024",133,"1,043",17,"48,069","1,264","394,277","497,860","791,944",South America
Gabon,"37,391",49,279,,"32,693",397,"4,419",10,"16,256",121,"1,399,453","608,404","2,300,202",Africa
Papua New Guinea,"35,390",36,550,,"34,322",79,518,7,"3,852",60,"249,149","27,118","9,187,474",Australia/Oceania
Guinea,"30,770",,387,,"29,725",,658,49,"2,256",28,"569,940","41,792","13,637,686",Africa
Belize,"30,680",62,579,1,"28,979",32,"1,122",10,"75,220","1,420","354,279","868,608","407,870",North America
Togo,"26,284",2,243,,"25,921",3,120,,"3,073",28,"583,076","68,165","8,553,854",Africa
Tanzania,"26,270",,730,,N/A,N/A,N/A,7,423,12,,,"62,145,354",Africa
Barbados,"25,792",165,234,1,"22,992",362,"2,566",,"89,594",813,"439,135","1,525,436","287,875",North America
Haiti,"25,463",112,747,1,"21,547",44,"3,169",,"2,195",64,"132,422","11,416","11,599,887",North America
Benin,"24,863",,161,,"24,546",,156,5,"1,977",13,"604,310","48,063","12,573,314",Africa
Seychelles,"23,537",,127,,"22,912",,498,,"237,239","1,280",,,"99,212",Africa
Somalia,"23,051",35,"1,331",4,"12,325",279,"9,395",,"1,395",81,"262,138","15,866","16,521,628",Africa
Bahamas,"22,825",16,695,10,"21,615",1,515,1,"57,266","1,744","169,626","425,576","398,580",North America
Mauritius,"21,868",108,455,,"20,030",107,"1,383",,"17,155",357,"358,675","281,365","1,274,767",Africa
Lesotho,"21,838",31,663,,"13,741",34,"7,434",,"10,080",306,"262,081","120,977","2,166,371",Africa
Mayotte,"21,003",30,185,,"2,964",,"17,854",,"74,440",656,"176,919","627,043","282,148",Africa
Burundi,"20,439",7,38,,773,,"19,628",,"1,649",3,"345,742","27,899","12,392,567",Africa
Timor-Leste,"19,827",5,122,,"19,699",2,6,,"14,643",90,"169,501","125,179","1,354,071",Asia
Congo,"18,970",,354,,"12,421",,"6,195",,"3,322",62,"188,207","32,957","5,710,652",Africa
Channel Islands,"18,893",237,104,,"16,459",201,"2,330",,"107,262",590,"1,085,647","6,163,581","176,139",Europe
Iceland,"18,333",135,35,,"16,721",124,"1,577",4,"53,233",102,"1,256,171","3,647,535","344,389",Europe
Andorra,"18,010",352,132,,"16,162",83,"1,716",4,"232,564","1,705","193,595","2,499,903","77,441",Europe
Mali,"17,698",126,613,2,"15,206",7,"1,879",,840,29,"493,560","23,417","21,077,385",Africa
Curaçao,"17,455",15,179,,"17,186",12,90,3,"105,758","1,085","337,789","2,046,635","165,046",North America
Nicaragua,"17,254",,210,,"4,225",,"12,819",,"2,561",31,,,"6,736,462",North America
Tajikistan,"17,095",,124,,"16,966",,5,,"1,737",13,,,"9,841,443",Asia
Taiwan,"16,637",11,848,,"15,631",4,158,,697,36,"8,481,087","355,184","23,878,033",Asia
Aruba,"16,414",22,174,,"16,046",16,194,13,"152,816","1,620","177,885","1,656,131","107,410",North America
Burkina Faso,"16,000",,286,,"15,345",,369,,737,13,"234,250","10,787","21,715,649",Africa
Brunei ,"15,142",10,98,,"14,647",41,397,,"34,148",221,"631,475","1,424,076","443,428",Asia
Equatorial Guinea,"13,599",,175,,"13,346",,78,1,"9,262",119,"242,340","165,051","1,468,270",Africa
Djibouti,"13,506",1,187,,"13,294",,25,,"13,394",185,"247,767","245,705","1,008,394",Africa
Saint Lucia,"13,027",10,282,2,"12,636",11,109,9,"70,485","1,526","100,741","545,079","184,819",North America
South Sudan,"12,758",,133,,"12,463",,162,2,"1,121",12,"267,531","23,509","11,380,066",Africa
Hong Kong,"12,449",3,213,,"12,145",2,91,,"1,642",28,"28,539,548","3,763,438","7,583,372",Asia
New Caledonia,"12,216",21,278,2,"11,669",59,269,11,"42,212",961,"42,756","147,742","289,396",Australia/Oceania
New Zealand,"11,992",97,44,,"5,759",55,"6,189",64,"2,397",9,"5,005,959","1,000,771","5,002,100",Australia/Oceania
Isle of Man,"11,764",150,66,,"10,783",159,915,1,"137,314",770,"133,676","1,560,323","85,672",Europe
CAR,"11,742",,101,,"6,859",,"4,782",2,"2,373",20,"60,228","12,170","4,948,925",Africa
Yemen,"10,020",9,"1,952",2,"6,902",2,"1,166",23,326,63,"265,253","8,624","30,757,586",Asia
Gambia,"9,992",,342,,"9,640",,10,1,"3,976",136,"125,061","49,768","2,512,885",Africa
Cayman Islands,"7,529",85,7,,"3,570",,"3,952",14,"112,679",105,"208,299","3,117,408","66,818",North America
Eritrea,"7,442",30,61,1,"7,190",47,191,,"2,058",17,"23,693","6,552","3,616,098",Africa
Gibraltar,"7,342",19,99,1,"6,848",26,395,2,"218,012","2,940","419,565","12,458,503","33,677",Europe
Niger,"7,061",5,261,,"6,693",18,107,2,277,10,"190,298","7,478","25,447,258",Africa
Guinea-Bissau,"6,444",2,149,1,"6,275",,20,,"3,168",73,"107,505","52,855","2,033,955",Africa
Sierra Leone,"6,402",,121,,N/A,N/A,N/A,,780,15,"160,729","19,584","8,207,091",Africa
Dominica,"6,120",,39,,"5,712",,369,,"84,718",540,"110,689","1,532,240","72,240",North America
San Marino,"5,979",,93,,"5,610",,276,2,"175,688","2,733","90,716","2,665,609","34,032",Europe
Grenada,"5,900",2,200,,"5,625",1,75,2,"52,091","1,766","87,740","774,650","113,264",North America
Liberia,"5,824",,287,,"5,523",,14,2,"1,114",55,"128,246","24,539","5,226,241",Africa
Bermuda,"5,751",,106,,"5,615",,30,2,"92,831","1,711","650,541","10,500,896","61,951",North America
Chad,"5,701",,181,,"4,874",,646,,334,11,"157,235","9,198","17,093,790",Africa
St. Vincent Grenadines,"5,579",,74,,"5,077",,428,7,"50,062",664,"90,554","812,573","111,441",North America
Liechtenstein,"4,779",27,62,,"4,357",53,360,11,"124,830","1,619","80,413","2,100,434","38,284",Europe
Sint Maarten,"4,594",1,75,,"4,503",5,16,10,"105,447","1,721","62,056","1,424,381","43,567",North America
Comoros,"4,527",6,150,,"4,307",3,70,,"5,053",167,,,"895,874",Africa
Antigua and Barbuda,"4,146",5,117,,"4,019",1,10,1,"41,845","1,181","17,782","179,469","99,081",North America
Saint Martin,"3,973",,56,,"1,399",,"2,518",7,"100,323","1,414","54,303","1,371,219","39,602",North America
Monaco,"3,850",30,36,,"3,656",16,158,1,"97,131",908,"54,960","1,386,583","39,637",Europe
Faeroe Islands,"3,796",46,13,,"3,263",29,520,7,"77,269",265,"572,000","11,643,292","49,127",Europe
Sao Tome and Principe,"3,732",,56,,"3,675",,1,,"16,592",249,"14,689","65,304","224,933",Africa
Turks and Caicos,"3,103",,25,,"3,049",,29,,"78,635",634,"94,789","2,402,093","39,461",North America
Caribbean Netherlands,"3,026",29,22,,"2,704",17,300,,"113,892",828,"30,126","1,133,878","26,569",North America
British Virgin Islands,"2,809",,38,,N/A,N/A,N/A,7,"92,047","1,245","82,570","2,705,705","30,517",North America
Saint Kitts and Nevis,"2,789",2,28,,"2,749",2,12,1,"51,904",521,"56,774","1,056,575","53,734",North America
Bhutan,"2,641",1,3,,"2,623",,15,,"3,370",4,"1,247,598","1,591,988","783,673",Asia
St. Barth,"1,603",,6,,N/A,N/A,N/A,,"161,593",605,"56,491","5,694,657","9,920",North America
Greenland,"1,582",40, ,,"1,261",105,321,2,"27,798",,"113,690","1,997,716","56,910",North America
Anguilla,"1,414",,3,,"1,323",,88,,"93,069",197,"51,382","3,381,952","15,193",North America
Diamond Princess,712,,13,,699,,0,,,,,, ,
Wallis and Futuna,454,9,7,,438,,9,,"41,427",639,"20,508","1,871,339","10,959",Australia/Oceania
Falkland Islands,83,, ,,N/A,N/A,N/A,,"22,903",,"8,316","2,294,702","3,624",South America
Macao,77,, ,,77,,0,,116,,"5,019","7,583","661,901",Asia
Saint Pierre Miquelon,59,, ,,32,,27,,"10,254",,"11,864","2,061,870","5,754",North America
Montserrat,44,,1,,41,,2,,"8,807",200,"2,989","598,279","4,996",North America
Vatican City,27,, ,,27,,0,,"33,582",,,,804,Europe
Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,331","710,766",Australia/Oceania
Western Sahara,10,,1,,8,,1,,16,2,,,"618,161",Africa
MS Zaandam,9,,2,,7,,0,,,,,, ,
Palau,8,, ,,8,,0,,439,,"11,133","611,166","18,216",Australia/Oceania
Vanuatu,6,,1,,3,,2,,19,3,"23,000","72,482","317,322",Australia/Oceania
Marshall Islands,4,, ,,4,,0,,67,,,,"59,757",Australia/Oceania
Samoa,3,, ,,3,,0,,15,,,,"200,287",Australia/Oceania
Saint Helena,2,, ,,2,,0,,328,,,,"6,103",Africa
Micronesia,1,, ,,1,,0,,9,,,,"116,735",Australia/Oceania
Tonga,1,, ,,1,,0,,9,,,,"107,396",Australia/Oceania
Total:,"82,386,227","84,194","1,218,235","1,452","79,655,456","72,302","1,512,536","29,832",,,,,,Asia
Total:,"59,603,308","156,853","1,199,939","1,710","47,981,417","83,473","10,421,952","19,747",,,,,,North America
Total:,"39,053,513","21,028","1,183,281",393,"37,128,758","13,163","741,474","12,732",,,,,,South America
Total:,"74,957,089","420,727","1,428,266","4,242","65,690,273","271,524","7,838,550","22,289",,,,,,Europe
Total:,"8,785,604","20,710","224,093",113,"8,147,216","6,524","414,295","1,827",,,,,,Africa
Total:,"373,846","1,692","4,245",13,"333,700","1,373","35,901",160,,,,,,Australia/Oceania
Total:,721,,15,,706,,0,0,,,,,,
Total:,"265,160,308","705,204","5,258,074","7,923","238,937,526","448,359","20,964,708","86,587","34,017.60",674.6,,,,All
